draft_pick,team,name,pos,age,ht,wt,college,college/yrs,meets,draft_value_score,draft_round,is_early_pick,age_normalized,college_years_numeric,college_years_normalized,age_experience_ratio,height_numeric,weight_numeric,bmi,position,position_tier,is_qb,is_defensive,meets_numeric,meets_normalized,college_frequency,college_frequency_normalized,scout_grade,position_avg_pick,pick_vs_position_avg,draft_predictability,pos_tier_LINE,pos_tier_OTHER,pos_tier_SKILL
110,SDG,Darrell Stuckey,DB,23.0,2016.0,0,1,0,8.0,0.5703125,4,0,0.6,0,0.0,23.0,2016.0,0,0.0,DB,OTHER,0,1,8.0,0.06349206349206349,26,0.056433408577878104,33.211009441398836,129.9814814814815,-19.981481481481495,0.15372560193759804,False,True,False
111,SEA,Walter Thurmond,DB,23.0,2015.0,0,0,1,12.0,0.56640625,4,0,0.6,1,0.06666666666666667,23.0,2015.0,0,0.0,DB,OTHER,0,1,12.0,0.09523809523809523,444,1.0,52.561011904761905,129.9814814814815,-18.981481481481495,0.14603219831884892,False,True,False
112,NYJ,Joe McKnight,RB,22.0,2014.0,0,0,0,7.0,0.5625,4,0,0.4,0,0.0,22.0,2014.0,0,0.0,RB,SKILL,0,0,7.0,0.05555555555555555,444,1.0,55.611111111111114,136.73684210526315,-24.73684210526315,0.18090839107005385,False,False,True
113,NWE,Aaron Hernandez,TE,20.0,2012.0,0,0,2,21.0,0.55859375,4,0,0.0,2,0.13333333333333333,10.0,2012.0,0,0.0,TE,SKILL,0,0,21.0,0.16666666666666666,444,1.0,65.67708333333333,149.6578947368421,-36.65789473684211,0.24494461051521016,False,False,True
114,BAL,Dennis Pitta,TE,25.0,2016.0,0,0,1,16.0,0.5546875,4,0,1.0,1,0.06666666666666667,25.0,2016.0,0,0.0,TE,SKILL,0,0,16.0,0.12698412698412698,444,1.0,44.72718253968254,149.6578947368421,-35.65789473684211,0.23826270441357483,False,False,True
115,NYG,Phillip Dillard,LB,23.0,2010.0,0,0,0,0.0,0.55078125,4,0,0.6,0,0.0,23.0,2010.0,0,0.0,LB,OTHER,0,0,0.0,0.0,444,1.0,50.03125,117.67796610169492,-2.6779661016949206,0.022756733400547357,False,True,False
116,PIT,Thaddeus Gibson,DE,22.0,2011.0,0,0,0,0.0,0.546875,4,0,0.4,0,0.0,22.0,2011.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,53.875,119.0377358490566,-3.0377358490566024,0.02551909969884291,True,False,False
117,ATL,Joe Hawley,C,21.0,2017.0,0,0,3,27.0,0.54296875,4,0,0.2,3,0.2,7.0,2017.0,0,0.0,C,LINE,0,0,27.0,0.21428571428571427,444,1.0,62.004464285714285,138.06666666666666,-21.066666666666663,0.1525832930951231,True,False,False
118,HOU,Garrett Graham,TE,24.0,2015.0,0,0,2,7.0,0.5390625,4,0,0.8,2,0.13333333333333333,12.0,2015.0,0,0.0,TE,SKILL,0,0,7.0,0.05555555555555555,444,1.0,46.673611111111114,149.6578947368421,-31.65789473684211,0.2115350800070336,False,False,True
119,MIA,A.J. Edds,LB,22.0,2014.0,0,0,0,1.0,0.53515625,4,0,0.4,0,0.0,22.0,2014.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,53.56498015873016,117.67796610169492,1.3220338983050794,0.011234336742042298,False,True,False
120,CIN,Geno Atkins,DT,22.0,2020.0,2,8,9,89.0,0.53125,4,0,0.4,9,0.6,2.4444444444444446,2020.0,2,0.0003445740613665327,DT,LINE,0,1,89.0,0.7063492063492064,1,0.0,47.37698412698413,118.3076923076923,1.6923076923076934,0.014304291287386224,True,False,False
121,PHI,Keenan Clayton,LB,23.0,2012.0,0,0,0,3.0,0.52734375,4,0,0.6,0,0.0,23.0,2012.0,0,0.0,LB,OTHER,0,0,3.0,0.023809523809523808,444,1.0,49.569940476190474,117.67796610169492,3.3220338983050794,0.028229871813337127,False,True,False
122,PHI,Mike Kafka,QB,23.0,2011.0,0,0,0,0.0,0.5234375,4,0,0.6,0,0.0,23.0,2011.0,0,0.0,QB,SKILL,1,0,0.0,0.0,444,1.0,48.9375,129.25,-7.25,0.05609284332688588,False,False,True
123,NOR,Al Woods,DT,23.0,2023.0,0,0,6,34.0,0.51953125,4,0,0.6,6,0.4,3.8333333333333335,2023.0,0,0.0,DT,LINE,0,1,34.0,0.2698412698412698,444,1.0,54.1780753968254,118.3076923076923,4.692307692307693,0.03966189856957088,True,False,False
124,CAR,Eric Norwood,LB,22.0,2011.0,0,0,0,2.0,0.515625,4,0,0.4,0,0.0,22.0,2011.0,0,0.0,LB,OTHER,0,0,2.0,0.015873015873015872,444,1.0,52.942460317460316,117.67796610169492,6.3220338983050794,0.05372317442027937,False,True,False
125,PHI,Clay Harbor,TE,23.0,2016.0,0,0,2,7.0,0.51171875,4,0,0.6,2,0.13333333333333333,11.5,2016.0,0,0.0,TE,SKILL,0,0,7.0,0.05555555555555555,444,1.0,49.579861111111114,149.6578947368421,-24.65789473684211,0.16476173729558646,False,False,True
126,DAL,Akwasi Owusu-Ansah,DB,22.0,2013.0,0,0,0,1.0,0.5078125,4,0,0.4,0,0.0,22.0,2013.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,52.47123015873016,129.9814814814815,-3.981481481481495,0.030631144037612298,False,True,False
127,SEA,E.J. Wilson,DE,22.0,2010.0,0,0,0,0.0,0.50390625,4,0,0.4,0,0.0,22.0,2010.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,52.15625,119.0377358490566,7.962264150943398,0.06688857188143922,True,False,False
128,DET,Jason Fox,T,22.0,2015.0,0,0,1,9.0,0.5,4,0,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,53.42857142857143,110.17073170731707,17.829268292682926,0.16183307504981181,False,True,False
129,IND,Jacques McClendon,G,22.0,2015.0,0,0,0,3.0,0.49609375,5,0,0.4,0,0.0,22.0,2015.0,0,0.0,G,OTHER,0,0,3.0,0.023809523809523808,444,1.0,52.319940476190474,137.65217391304347,-8.65217391304347,0.06285533796588749,False,True,False
130,ARI,O'Brien Schofield,DE,23.0,2016.0,0,0,2,15.0,0.4921875,5,0,0.6,2,0.13333333333333333,11.5,2016.0,0,0.0,DE,LINE,0,1,15.0,0.11904761904761904,444,1.0,50.06845238095238,119.0377358490566,10.962264150943398,0.09209066413060708,True,False,False
131,CIN,Roddrick Muckelroy,LB,23.0,2012.0,0,0,0,1.0,0.48828125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,47.68998015873016,117.67796610169492,13.32203389830508,0.11320754716981127,False,True,False
132,STL,Michael Hoomanawanui,TE,22.0,2017.0,0,0,3,5.0,0.484375,5,0,0.4,3,0.2,7.333333333333333,2017.0,0,0.0,TE,SKILL,0,0,5.0,0.03968253968253968,444,1.0,52.16865079365079,149.6578947368421,-17.65789473684211,0.11798839458413929,False,False,True
133,SEA,Kam Chancellor,DB,22.0,2017.0,0,4,7,49.0,0.48046875,5,0,0.4,7,0.4666666666666667,3.142857142857143,2017.0,0,0.0,DB,OTHER,0,1,49.0,0.3888888888888889,4,0.006772009029345372,39.13196795836468,129.9814814814815,3.018518518518505,0.023222681293631465,False,True,False
134,PHI,Ricky Sapp,DE,23.0,2014.0,0,0,0,1.0,0.4765625,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,DE,LINE,0,1,1.0,0.007936507936507936,444,1.0,47.22123015873016,119.0377358490566,14.962264150943398,0.12569345379616423,True,False,False
135,ATL,Dominique Franks,DB,22.0,2014.0,0,0,0,6.0,0.47265625,5,0,0.4,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,6.0,0.047619047619047616,444,1.0,51.85863095238095,129.9814814814815,5.018518518518505,0.03860948853112968,False,True,False
136,KAN,Kendrick Lewis,DB,22.0,2018.0,0,0,6,30.0,0.46875,5,0,0.4,6,0.4,3.6666666666666665,2018.0,0,0.0,DB,OTHER,0,1,30.0,0.23809523809523808,444,1.0,55.51190476190476,129.9814814814815,6.018518518518505,0.04630289214987879,False,True,False
137,DEN,Perrish Cox,DB,23.0,2016.0,0,0,4,19.0,0.46484375,5,0,0.6,4,0.26666666666666666,5.75,2016.0,0,0.0,DB,OTHER,0,1,19.0,0.15079365079365079,444,1.0,49.60962301587301,129.9814814814815,7.018518518518505,0.0539962957686279,False,True,False
138,OAK,Walter McFadden,DB,23.0,2010.0,0,0,0,0.0,0.4609375,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,46.4375,129.9814814814815,8.018518518518505,0.061689699387377006,False,True,False
139,NYJ,John Conner,RB,23.0,2014.0,0,0,1,0.0,0.45703125,5,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,46.28125,136.73684210526315,2.2631578947368496,0.01655119322555818,False,False,True
140,BUF,Ed Wang,T,23.0,2010.0,0,0,0,0.0,0.453125,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,T,OTHER,0,0,0.0,0.0,444,1.0,46.125,110.17073170731707,29.829268292682926,0.2707549258357317,False,True,False
141,CHI,Joshua Moore,DB,22.0,2010.0,0,0,0,0.0,0.44921875,5,0,0.4,0,0.0,22.0,2010.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,49.96875,129.9814814814815,11.018518518518505,0.08476991024362433,False,True,False
142,KAN,Cameron Sheffield,DE,22.0,2012.0,0,0,0,1.0,0.4453125,5,0,0.4,0,0.0,22.0,2012.0,0,0.0,DE,LINE,0,1,1.0,0.007936507936507936,444,1.0,49.97123015873016,119.0377358490566,22.962264150943398,0.1928990331272785,True,False,False
143,JAX,Larry Hart,DE,23.0,2010.0,0,0,0,1.0,0.44140625,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,DE,LINE,0,1,1.0,0.007936507936507936,444,1.0,45.81498015873016,119.0377358490566,23.962264150943398,0.2012997305436678,True,False,False
144,HOU,Sherrick McManis,DB,22.0,2020.0,0,0,0,9.0,0.4375,5,0,0.4,0,0.0,22.0,2020.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.92857142857143,129.9814814814815,14.018518518518505,0.10785012109987166,False,True,False
145,MIA,Nolan Carroll,DB,23.0,2017.0,0,0,4,20.0,0.43359375,5,0,0.6,4,0.26666666666666666,5.75,2017.0,0,0.0,DB,OTHER,0,1,20.0,0.15873015873015872,444,1.0,48.51835317460318,129.9814814814815,15.018518518518505,0.11554352471862077,False,True,False
146,SDG,Cam Thomas,DT,23.0,2017.0,0,0,2,16.0,0.4296875,5,0,0.6,2,0.13333333333333333,11.5,2017.0,0,0.0,DT,LINE,0,1,16.0,0.12698412698412698,444,1.0,47.72718253968254,118.3076923076923,27.692307692307693,0.23407022106631992,True,False,False
147,NYG,Mitch Petrus,G,23.0,2012.0,0,0,0,4.0,0.42578125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,G,OTHER,0,0,4.0,0.031746031746031744,444,1.0,45.66617063492063,137.65217391304347,9.34782608695653,0.06790903348073285,False,True,False
148,TEN,Robert Johnson,DB,23.0,2012.0,0,0,0,2.0,0.421875,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,45.192460317460316,129.9814814814815,18.018518518518505,0.1386237355748681,False,True,False
149,STL,Hall Davis,DE,23.0,2012.0,0,0,0,0.0,0.41796875,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,44.71875,119.0377358490566,29.962264150943398,0.2517039150420035,True,False,False
150,NWE,Zoltan Mesko,P,24.0,2013.0,0,0,0,6.0,0.4140625,5,0,0.8,0,0.0,24.0,2013.0,0,0.0,P,OTHER,0,0,6.0,0.047619047619047616,444,1.0,41.51488095238095,169.8,-19.80000000000001,0.11660777385159017,False,True,False
151,PIT,Chris Scott,G,23.0,2016.0,0,0,0,9.0,0.41015625,5,0,0.6,0,0.0,23.0,2016.0,0,0.0,G,OTHER,0,0,9.0,0.07142857142857142,444,1.0,45.83482142857143,137.65217391304347,13.34782608695653,0.09696778269109294,False,True,False
152,CIN,Otis Hudson,T,24.0,2014.0,0,0,0,9.0,0.40625,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,41.829268292682926,0.3796767766216515,False,True,False
153,JAX,Austen Lane,DE,22.0,2013.0,0,0,2,7.0,0.40234375,5,0,0.4,2,0.13333333333333333,11.0,2013.0,0,0.0,DE,LINE,0,1,7.0,0.05555555555555555,444,1.0,49.204861111111114,119.0377358490566,33.9622641509434,0.28530670470756064,True,False,False
154,GNB,Andrew Quarless,TE,21.0,2015.0,0,0,2,9.0,0.3984375,5,0,0.2,2,0.13333333333333333,10.5,2015.0,0,0.0,TE,SKILL,0,0,9.0,0.07142857142857142,444,1.0,53.36607142857143,149.6578947368421,4.34210526315789,0.02901353965183749,False,False,True
155,ARI,John Skelton,QB,22.0,2012.0,0,0,1,4.0,0.39453125,5,0,0.4,1,0.06666666666666667,22.0,2012.0,0,0.0,QB,SKILL,1,0,4.0,0.031746031746031744,444,1.0,48.41617063492063,129.25,25.75,0.19922630560928434,False,False,True
156,BAL,David Reed,WR,23.0,2013.0,0,0,0,2.0,0.390625,5,0,0.6,0,0.0,23.0,2013.0,0,0.0,WR,SKILL,0,0,2.0,0.015873015873015872,444,1.0,43.942460317460316,129.13846153846154,26.86153846153846,0.20800571837026444,False,False,True
157,BAL,Arthur Jones,DE,24.0,2017.0,0,0,2,18.0,0.38671875,5,0,0.8,2,0.13333333333333333,12.0,2017.0,0,0.0,DE,LINE,0,1,18.0,0.14285714285714285,444,1.0,42.325892857142854,119.0377358490566,37.9622641509434,0.3189094943731178,True,False,False
158,NOR,Matt Tennant,C,23.0,2012.0,0,0,0,3.0,0.3828125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,C,LINE,0,0,3.0,0.023809523809523808,444,1.0,43.788690476190474,138.06666666666666,19.933333333333337,0.1443746982134235,True,False,False
159,PHI,Riley Cooper,WR,22.0,2015.0,0,0,3,17.0,0.37890625,5,0,0.4,3,0.2,7.333333333333333,2015.0,0,0.0,WR,SKILL,0,0,17.0,0.1349206349206349,444,1.0,49.854662698412696,129.13846153846154,29.86153846153846,0.23123659756969261,False,False,True
160,CLE,Larry Asante,DB,22.0,2015.0,0,0,0,2.0,0.375,5,0,0.4,0,0.0,22.0,2015.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,47.317460317460316,129.9814814814815,30.018518518518505,0.2309445789998574,False,True,False
161,MIN,Chris DeGeare,G,23.0,2010.0,0,0,0,2.0,0.37109375,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,G,OTHER,0,0,2.0,0.015873015873015872,444,1.0,43.161210317460316,137.65217391304347,23.34782608695653,0.16961465571699313,False,True,False
162,IND,Brody Eldridge,TE,23.0,2011.0,0,0,2,0.0,0.3671875,5,0,0.6,2,0.13333333333333333,11.5,2011.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,42.6875,149.6578947368421,12.34210526315789,0.08246878846491996,False,False,True
163,MIA,Reshad Jones,DB,22.0,2019.0,0,2,8,44.0,0.36328125,5,0,0.4,8,0.5333333333333333,2.75,2019.0,0,0.0,DB,OTHER,0,1,44.0,0.3492063492063492,14,0.029345372460496615,34.10228443333692,129.9814814814815,33.018518518518505,0.2540247898561047,False,True,False
164,PIT,Crezdon Butler,DB,23.0,2016.0,0,0,0,2.0,0.359375,5,0,0.6,0,0.0,23.0,2016.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,42.692460317460316,129.9814814814815,34.018518518518505,0.2617181934748538,False,True,False
165,ATL,Kerry Meier,WR,23.0,2011.0,0,0,0,0.0,0.35546875,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,42.21875,129.13846153846154,35.86153846153846,0.2776983559685489,False,False,True
166,PIT,Stevenson Sylvester,LB,22.0,2013.0,0,0,0,6.0,0.3515625,5,0,0.4,0,0.0,22.0,2013.0,0,0.0,LB,OTHER,0,0,6.0,0.047619047619047616,444,1.0,47.01488095238095,117.67796610169492,48.32203389830508,0.4106294109174708,False,True,False
167,MIN,Nate Triplett,LB,23.0,2011.0,0,0,0,0.0,0.34765625,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,LB,OTHER,0,0,0.0,0.0,444,1.0,41.90625,117.67796610169492,49.32203389830508,0.4191271784531182,False,True,False
168,SDG,Jonathan Crompton,QB,23.0,2014.0,0,0,0,9.0,0.34375,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,38.75,0.29980657640232106,False,False,True
169,GNB,Marshall Newhouse,G,21.0,2020.0,0,0,4,40.0,0.33984375,5,0,0.2,4,0.26666666666666666,5.25,2020.0,0,0.0,G,OTHER,0,0,40.0,0.31746031746031744,444,1.0,55.94295634920635,137.65217391304347,31.34782608695653,0.22773215413771328,False,True,False
170,STL,Fendi Onobun,TE,23.0,2011.0,0,0,0,0.0,0.3359375,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,41.4375,149.6578947368421,20.34210526315789,0.13592403727800242,False,False,True
171,ATL,Shann Schillinger,DB,24.0,2013.0,0,0,0,2.0,0.33203125,5,0,0.8,0,0.0,24.0,2013.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,37.598710317460316,129.9814814814815,41.018518518518505,0.3155720188060976,False,True,False
172,TAM,Brent Bowden,P,23.0,2014.0,0,0,0,9.0,0.328125,5,0,0.6,0,0.0,22.0,2014.0,0,0.0,P,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,169.8,2.1999999999999886,0.012956419316843278,False,True,False
173,SFO,Anthony Dixon,RB,22.0,2015.0,0,0,0,7.0,0.32421875,5,0,0.4,0,0.0,22.0,2015.0,0,0.0,RB,SKILL,0,0,7.0,0.05555555555555555,444,1.0,46.079861111111114,136.73684210526315,36.26315789473685,0.2652040030792918,False,False,True
174,WAS,Dennis Morris,RB,23.0,2014.0,0,0,0,9.0,0.3203125,5,0,0.6,0,0.0,22.0,2014.0,0,0.0,RB,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,136.73684210526315,37.26315789473685,0.2725173210161663,False,False,True
175,CAR,Greg Hardy,DE,22.0,2015.0,0,1,4,33.0,0.31640625,5,0,0.4,4,0.26666666666666666,5.5,2015.0,0,0.0,DE,LINE,0,1,33.0,0.2619047619047619,26,0.056433408577878104,31.0230134096528,119.0377358490566,55.9622641509434,0.4701220478681249,True,False,False
176,TEN,Rusty Smith,QB,23.0,2012.0,0,0,0,1.0,0.3125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,QB,SKILL,1,0,1.0,0.007936507936507936,444,1.0,40.65873015873016,129.25,46.75,0.3617021276595745,False,False,True
177,CLE,Carlton Mitchell,WR,22.0,2011.0,0,0,0,0.0,0.30859375,5,0,0.4,0,0.0,22.0,2011.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,44.34375,129.13846153846154,47.86153846153846,0.3706218727662616,False,False,True
178,BUF,Arthur Moats,LB,22.0,2017.0,0,0,3,22.0,0.3046875,5,0,0.4,3,0.2,7.333333333333333,2017.0,0,0.0,LB,OTHER,0,0,22.0,0.1746031746031746,444,1.0,47.679563492063494,117.67796610169492,60.32203389830508,0.5126026213452397,False,True,False
179,DAL,Sam Young,T,23.0,2020.0,0,0,1,16.0,0.30078125,5,0,0.6,1,0.06666666666666667,23.0,2020.0,0,0.0,T,OTHER,0,0,16.0,0.12698412698412698,444,1.0,42.57093253968254,110.17073170731707,68.82926829268293,0.6247509408899712,False,True,False
180,JAX,Deji Karim,RB,23.0,2013.0,0,0,0,4.0,0.296875,5,0,0.6,0,0.0,23.0,2013.0,0,0.0,RB,SKILL,0,0,4.0,0.031746031746031744,444,1.0,40.50992063492063,136.73684210526315,43.26315789473685,0.3163972286374135,False,False,True
181,CHI,Dan LeFevour,QB,23.0,2014.0,0,0,0,9.0,0.29296875,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,51.75,0.40038684719535783,False,False,True
182,SFO,Nate Byham,TE,22.0,2013.0,0,0,0,0.0,0.2890625,5,0,0.4,0,0.0,22.0,2013.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,43.5625,149.6578947368421,32.34210526315789,0.21610691049762612,False,False,True
183,DEN,Eric Olsen,C,22.0,2014.0,0,0,0,3.0,0.28515625,5,0,0.4,0,0.0,22.0,2014.0,0,0.0,C,LINE,0,0,3.0,0.023809523809523808,444,1.0,43.882440476190474,138.06666666666666,44.93333333333334,0.325446644133269,True,False,False
184,NYG,Adrian Tracy,DE,23.0,2012.0,0,0,0,1.0,0.28125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,DE,LINE,0,1,1.0,0.007936507936507936,444,1.0,39.40873015873016,119.0377358490566,64.9622641509434,0.5457283246156285,True,False,False
185,SEA,Anthony McCoy,TE,22.0,2015.0,0,0,1,4.0,0.27734375,5,0,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,TE,SKILL,0,0,4.0,0.031746031746031744,444,1.0,43.72867063492063,149.6578947368421,35.34210526315789,0.23615262880253204,False,False,True
186,CLE,Clifton Geathers,DE,22.0,2014.0,0,0,0,3.0,0.2734375,5,0,0.4,0,0.0,22.0,2014.0,0,0.0,DE,LINE,0,1,3.0,0.023809523809523808,444,1.0,43.413690476190474,119.0377358490566,66.9622641509434,0.562529719448407,True,False,False
187,HOU,Shelley Smith,G,23.0,2014.0,0,0,0,7.0,0.26953125,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,G,OTHER,0,0,7.0,0.05555555555555555,444,1.0,39.892361111111114,137.65217391304347,49.34782608695653,0.35849652558433365,False,True,False
188,PIT,Jonathan Dwyer,RB,21.0,2014.0,0,0,1,8.0,0.265625,5,0,0.2,1,0.06666666666666667,21.0,2014.0,0,0.0,RB,SKILL,0,0,8.0,0.06349206349206349,444,1.0,47.89484126984127,136.73684210526315,51.26315789473685,0.3749037721324096,False,False,True
189,STL,Eugene Sims,DE,24.0,2016.0,0,0,1,17.0,0.26171875,5,0,0.8,1,0.06666666666666667,24.0,2016.0,0,0.0,DE,LINE,0,1,17.0,0.1349206349206349,444,1.0,37.167162698412696,119.0377358490566,69.9622641509434,0.5877318116975749,True,False,False
190,OAK,Travis Goethel,LB,23.0,2012.0,0,0,0,1.0,0.2578125,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,38.47123015873016,117.67796610169492,72.32203389830508,0.6145758317730087,False,True,False
191,CIN,Dezmon Briscoe,WR,21.0,2012.0,0,0,0,4.0,0.25390625,5,0,0.2,0,0.0,21.0,2012.0,0,0.0,WR,SKILL,0,0,4.0,0.031746031746031744,444,1.0,46.79117063492063,129.13846153846154,61.86153846153846,0.479032642363593,False,False,True
192,BUF,Danny Batten,DE,22.0,2011.0,0,0,0,2.0,0.25,5,0,0.4,0,0.0,22.0,2011.0,0,0.0,DE,LINE,0,1,2.0,0.015873015873015872,444,1.0,42.317460317460316,119.0377358490566,72.9622641509434,0.6129339039467427,True,False,False
193,GNB,James Starks,RB,24.0,2016.0,0,0,0,26.0,0.24609375,6,0,0.8,0,0.0,24.0,2016.0,0,0.0,RB,SKILL,0,0,26.0,0.20634920634920634,444,1.0,37.97073412698413,136.73684210526315,56.26315789473685,0.4114703618167822,False,False,True
194,BAL,Ramon Harewood,T,23.0,2012.0,0,0,0,2.0,0.2421875,6,0,0.6,0,0.0,23.0,2012.0,0,0.0,T,OTHER,0,0,2.0,0.015873015873015872,444,1.0,38.004960317460316,110.17073170731707,83.82926829268293,0.760903254372371,False,True,False
195,PIT,Antonio Brown,WR,22.0,2021.0,4,7,7,92.0,0.23828125,6,0,0.4,7,0.4666666666666667,3.142857142857143,2021.0,4,0.0006884663042017255,WR,SKILL,0,0,92.0,0.7301587301587301,3,0.004514672686230248,36.224718056899206,129.13846153846154,65.86153846153846,0.5100071479628305,False,False,True
196,DAL,Jamar Wall,DB,22.0,2010.0,0,0,0,0.0,0.234375,6,0,0.4,0,0.0,22.0,2010.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,41.375,129.9814814814815,66.0185185185185,0.5079071092748253,False,True,False
197,HOU,Trindon Holliday,WR,24.0,2014.0,0,0,0,4.0,0.23046875,6,0,0.8,0,0.0,24.0,2014.0,0,0.0,WR,SKILL,0,0,4.0,0.031746031746031744,444,1.0,33.85367063492063,129.13846153846154,67.86153846153846,0.5254944007624494,False,False,True
198,CAR,David Gettis,WR,23.0,2012.0,0,0,1,3.0,0.2265625,6,0,0.6,1,0.06666666666666667,23.0,2012.0,0,0.0,WR,SKILL,0,0,3.0,0.023809523809523808,444,1.0,37.538690476190474,129.13846153846154,68.86153846153846,0.5332380271622588,False,False,True
199,MIN,Joe Webb,WR,23.0,2020.0,0,0,0,4.0,0.22265625,6,0,0.6,0,0.0,23.0,2020.0,0,0.0,WR,SKILL,0,0,4.0,0.031746031746031744,444,1.0,37.54117063492063,129.13846153846154,69.86153846153846,0.5409816535620681,False,False,True
200,PHI,Charles Scott,RB,23.0,2014.0,0,0,0,9.0,0.21875,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,RB,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,136.73684210526315,63.26315789473685,0.4626635873749039,False,False,True
201,ARI,Jorrick Calvin,DB,23.0,2010.0,0,0,0,1.0,0.21484375,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,36.75248015873016,129.9814814814815,71.0185185185185,0.5463741273685708,False,True,False
202,CAR,Jordan Pugh,DB,22.0,2013.0,0,0,0,4.0,0.2109375,6,0,0.4,0,0.0,22.0,2013.0,0,0.0,DB,OTHER,0,1,4.0,0.031746031746031744,444,1.0,41.07242063492063,129.9814814814815,72.0185185185185,0.55406753098732,False,True,False
203,JAX,Scotty McGee,DB,23.0,2014.0,0,0,0,9.0,0.20703125,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,73.0185185185185,0.5617609346060691,False,True,False
204,CAR,Tony Pike,QB,24.0,2010.0,0,0,0,0.0,0.203125,6,0,0.8,0,0.0,24.0,2010.0,0,0.0,QB,SKILL,1,0,0.0,0.0,444,1.0,32.125,129.25,74.75,0.5783365570599613,False,False,True
205,NWE,Ted Larsen,C,23.0,2020.0,0,0,5,36.0,0.19921875,6,0,0.6,5,0.3333333333333333,4.6,2020.0,0,0.0,C,LINE,0,0,36.0,0.2857142857142857,444,1.0,41.683035714285715,138.06666666666666,66.93333333333334,0.48478995654273305,True,False,False
206,SFO,Kyle Williams,WR,22.0,2013.0,0,0,0,6.0,0.1953125,6,0,0.4,0,0.0,22.0,2013.0,0,0.0,WR,SKILL,0,0,6.0,0.047619047619047616,444,1.0,40.76488095238095,129.13846153846154,76.86153846153846,0.5951870383607338,False,False,True
207,TEN,Myron Rolle,DB,23.0,2014.0,0,0,0,9.0,0.19140625,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,77.0185185185185,0.5925345490810655,False,True,False
