draft_pick,team,name,pos,age,ht,wt,college,college/yrs,meets,draft_value_score,draft_round,is_early_pick,age_normalized,college_years_numeric,college_years_normalized,age_experience_ratio,height_numeric,weight_numeric,bmi,position,position_tier,is_qb,is_defensive,meets_numeric,meets_normalized,college_frequency,college_frequency_normalized,scout_grade,position_avg_pick,pick_vs_position_avg,draft_predictability,pos_tier_LINE,pos_tier_OTHER,pos_tier_SKILL
177,CLE,Don Carey,DB,22.0,2018.0,0,0,1,12.0,0.30859375,5,0,0.4,1,0.06666666666666667,22.0,2018.0,0,0.0,DB,OTHER,0,1,12.0,0.09523809523809523,444,1.0,46.248511904761905,129.9814814814815,47.018518518518505,0.36173244051859227,False,True,False
178,SEA,Mike Teel,QB,23.0,2014.0,0,0,0,9.0,0.3046875,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,48.75,0.3771760154738878,False,False,True
179,CIN,Morgan Trent,DB,23.0,2011.0,0,0,0,4.0,0.30078125,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,DB,OTHER,0,1,4.0,0.031746031746031744,444,1.0,40.66617063492063,129.9814814814815,49.018518518518505,0.37711924775609046,False,True,False
180,JAX,Zach Miller,TE,24.0,2017.0,0,0,2,12.0,0.296875,5,0,0.8,2,0.13333333333333333,12.0,2017.0,0,0.0,TE,SKILL,0,0,12.0,0.09523809523809523,444,1.0,37.779761904761905,149.6578947368421,30.34210526315789,0.20274309829435552,False,False,True
181,MIA,Andrew Gardner,T,23.0,2016.0,0,0,0,7.0,0.29296875,5,0,0.6,0,0.0,23.0,2016.0,0,0.0,T,OTHER,0,0,7.0,0.05555555555555555,444,1.0,40.829861111111114,110.17073170731707,70.82926829268293,0.6429045826876245,False,True,False
182,GNB,Jarius Wynn,DE,23.0,2014.0,0,0,0,8.0,0.2890625,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,DE,LINE,0,1,8.0,0.06349206349206349,444,1.0,40.83234126984127,119.0377358490566,62.9622641509434,0.5289269297828499,True,False,False
183,BUF,Cary Harris,DB,22.0,2010.0,0,0,0,1.0,0.28515625,5,0,0.4,0,0.0,22.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,43.56498015873016,129.9814814814815,53.018518518518505,0.4078928622310869,False,True,False
184,SFO,Bear Pascoe,TE,23.0,2015.0,0,0,2,3.0,0.28125,5,0,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,TE,SKILL,0,0,3.0,0.023809523809523808,444,1.0,39.726190476190474,149.6578947368421,34.34210526315789,0.22947072270089675,False,False,True
185,BAL,Cedric Peerman,RB,22.0,2016.0,0,1,0,4.0,0.27734375,5,0,0.4,0,0.0,22.0,2016.0,0,0.0,RB,SKILL,0,0,4.0,0.031746031746031744,26,0.056433408577878104,24.8573388064782,136.73684210526315,48.26315789473685,0.3529638183217861,False,False,True
186,WAS,Robert Henson,LB,23.0,2009.0,0,0,0,0.0,0.2734375,5,0,0.6,0,0.0,23.0,2009.0,0,0.0,LB,OTHER,0,0,0.0,0.0,444,1.0,38.9375,117.67796610169492,68.32203389830508,0.580584761630419,False,True,False
187,GNB,Brandon Underwood,DB,23.0,2010.0,0,0,0,2.0,0.26953125,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,39.098710317460316,129.9814814814815,57.018518518518505,0.43866647670608333,False,True,False
188,HOU,Brice McCain,DB,22.0,2017.0,0,0,2,18.0,0.265625,5,0,0.4,2,0.13333333333333333,11.0,2017.0,0,0.0,DB,OTHER,0,1,18.0,0.14285714285714285,444,1.0,45.482142857142854,129.9814814814815,58.018518518518505,0.4463598803248324,False,True,False
189,SDG,Kevin Ellison,LB,22.0,2009.0,0,0,1,4.0,0.26171875,5,0,0.4,1,0.06666666666666667,22.0,2009.0,0,0.0,LB,OTHER,0,0,4.0,0.031746031746031744,444,1.0,43.10367063492063,117.67796610169492,71.32203389830508,0.6060780642373613,False,True,False
190,CHI,Al Afalava,DB,22.0,2012.0,0,0,1,5.0,0.2578125,5,0,0.4,1,0.06666666666666667,22.0,2012.0,0,0.0,DB,OTHER,0,1,5.0,0.03968253968253968,444,1.0,43.10615079365079,129.9814814814815,60.018518518518505,0.46174668756233067,False,True,False
191,CLE,Coye Francies,DB,22.0,2012.0,0,0,0,1.0,0.25390625,5,0,0.4,0,0.0,22.0,2012.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,42.31498015873016,129.9814814814815,61.018518518518505,0.46944009118107977,False,True,False
192,DET,Aaron Brown,RB,23.0,2011.0,0,0,0,2.0,0.25,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,RB,SKILL,0,0,2.0,0.015873015873015872,444,1.0,38.317460317460316,136.73684210526315,55.26315789473685,0.4041570438799077,False,False,True
193,NYJ,Matt Slauson,G,23.0,2018.0,0,0,6,43.0,0.24609375,6,0,0.6,6,0.4,3.8333333333333335,2018.0,0,0.0,G,OTHER,0,0,43.0,0.3412698412698413,444,1.0,44.66914682539682,137.65217391304347,55.34782608695653,0.40208464939987376,False,True,False
194,PHI,Brandon Gibson,WR,22.0,2014.0,0,0,3,17.0,0.2421875,6,0,0.4,3,0.2,7.333333333333333,2014.0,0,0.0,WR,SKILL,0,0,17.0,0.1349206349206349,444,1.0,44.385912698412696,129.13846153846154,64.86153846153846,0.5022635215630211,False,False,True
195,CLE,James Davis,RB,23.0,2010.0,0,0,0,1.0,0.23828125,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,RB,SKILL,0,0,1.0,0.007936507936507936,444,1.0,37.68998015873016,136.73684210526315,58.26315789473685,0.4260969976905313,False,False,True
196,STL,Keith Null,QB,23.0,2009.0,0,0,0,1.0,0.234375,6,0,0.6,0,0.0,23.0,2009.0,0,0.0,QB,SKILL,1,0,1.0,0.007936507936507936,444,1.0,37.53373015873016,129.25,66.75,0.5164410058027079,False,False,True
197,DAL,Stephen Hodge,DB,22.0,2014.0,0,0,0,9.0,0.23046875,6,0,0.4,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,67.0185185185185,0.5156005128935744,False,True,False
198,NWE,Jake Ingram,C,23.0,2010.0,0,0,0,1.0,0.2265625,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,C,LINE,0,0,1.0,0.007936507936507936,444,1.0,37.22123015873016,138.06666666666666,59.93333333333334,0.4340898116851763,True,False,False
199,OAK,Stryker Sulak,DE,23.0,2014.0,0,0,0,9.0,0.22265625,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,DE,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,119.0377358490566,79.9622641509434,0.6717387858614677,True,False,False
200,NYG,DeAndre Wright,DB,23.0,2014.0,0,0,0,9.0,0.21875,6,0,0.6,0,0.0,23.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,70.0185185185185,0.5386807237498218,False,True,False
201,IND,Curtis Painter,QB,24.0,2013.0,0,0,1,2.0,0.21484375,6,0,0.8,1,0.06666666666666667,24.0,2013.0,0,0.0,QB,SKILL,1,0,2.0,0.015873015873015872,444,1.0,32.911210317460316,129.25,71.75,0.5551257253384912,False,False,True
202,OAK,Brandon Myers,TE,24.0,2016.0,0,0,5,12.0,0.2109375,6,0,0.8,5,0.3333333333333333,4.8,2016.0,0,0.0,TE,SKILL,0,0,12.0,0.09523809523809523,444,1.0,34.342261904761905,149.6578947368421,52.34210526315789,0.3497450325303323,False,False,True
203,TEN,Jason McCourty,DB,22.0,2021.0,0,0,9,45.0,0.20703125,6,0,0.4,9,0.6,2.4444444444444446,2021.0,0,0.0,DB,OTHER,0,1,45.0,0.35714285714285715,444,1.0,47.424107142857146,129.9814814814815,73.0185185185185,0.5617609346060691,False,True,False
204,ARI,Will Davis,DE,23.0,2010.0,0,0,0,3.0,0.203125,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,DE,LINE,0,1,3.0,0.023809523809523808,444,1.0,36.601190476190474,119.0377358490566,84.9622641509434,0.7137422729434142,True,False,False
205,PIT,Ra'Shon Harris,DT,23.0,2009.0,0,0,0,0.0,0.19921875,6,0,0.6,0,0.0,23.0,2009.0,0,0.0,DT,LINE,0,1,0.0,0.0,444,1.0,35.96875,118.3076923076923,86.6923076923077,0.7327698309492848,True,False,False
206,TEN,Dominique Edison,WR,23.0,2009.0,0,0,0,0.0,0.1953125,6,0,0.6,0,0.0,23.0,2009.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,35.8125,129.13846153846154,76.86153846153846,0.5951870383607338,False,False,True
207,NWE,Myron Pryor,DT,23.0,2011.0,0,0,0,3.0,0.19140625,6,0,0.6,0,0.0,23.0,2011.0,0,0.0,DT,LINE,0,1,3.0,0.023809523809523808,444,1.0,36.132440476190474,118.3076923076923,88.6923076923077,0.7496749024707412,True,False,False
208,DAL,John Phillips,TE,22.0,2018.0,0,0,1,2.0,0.1875,6,0,0.4,1,0.06666666666666667,22.0,2018.0,0,0.0,TE,SKILL,0,0,2.0,0.015873015873015872,444,1.0,39.817460317460316,149.6578947368421,58.34210526315789,0.38983646914014414,False,False,True
209,CIN,Bernard Scott,RB,25.0,2013.0,0,0,0,9.0,0.18359375,6,0,1.0,0,0.0,25.0,2013.0,0,0.0,RB,SKILL,0,0,9.0,0.07142857142857142,444,1.0,28.772321428571427,136.73684210526315,72.26315789473685,0.5284834488067746,False,False,True
210,ATL,Vance Walker,DT,22.0,2015.0,0,0,1,21.0,0.1796875,6,0,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,DT,LINE,0,1,21.0,0.16666666666666666,444,1.0,42.520833333333336,118.3076923076923,91.6923076923077,0.7750325097529259,True,False,False
211,STL,Chris Ogbonnaya,RB,23.0,2014.0,0,0,1,7.0,0.17578125,6,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,RB,SKILL,0,0,7.0,0.05555555555555555,444,1.0,36.142361111111114,136.73684210526315,74.26315789473685,0.5431100846805236,False,False,True
212,KAN,Javarris Williams,RB,23.0,2009.0,0,0,0,0.0,0.171875,6,0,0.6,0,0.0,23.0,2009.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,34.875,136.73684210526315,75.26315789473685,0.5504234026173981,False,False,True
213,PHI,Paul Fanaika,G,23.0,2014.0,0,0,2,13.0,0.16796875,6,0,0.6,2,0.13333333333333333,11.5,2014.0,0,0.0,G,OTHER,0,0,13.0,0.10317460317460317,444,1.0,36.78224206349206,137.65217391304347,75.34782608695653,0.5473783954516741,False,True,False
214,MIA,J.D. Folsom,LB,25.0,2009.0,0,0,0,0.0,0.1640625,6,0,1.0,0,0.0,25.0,2009.0,0,0.0,LB,OTHER,0,0,0.0,0.0,444,1.0,26.5625,117.67796610169492,96.32203389830508,0.8185222526285466,False,True,False
215,CIN,Fui Vakapuna,RB,25.0,2014.0,0,0,0,9.0,0.16015625,6,0,1.0,0,0.0,25.0,2014.0,0,0.0,RB,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,136.73684210526315,78.26315789473685,0.5723633564280216,False,False,True
216,CAR,Captain Munnerlyn,DB,21.0,2018.0,0,0,4,35.0,0.15625,6,0,0.2,4,0.26666666666666666,5.25,2018.0,0,0.0,DB,OTHER,0,1,35.0,0.2777777777777778,444,1.0,47.80555555555556,129.9814814814815,86.0185185185185,0.6617751816498075,False,True,False
217,TAM,E.J. Biggers,DB,22.0,2015.0,0,0,1,13.0,0.15234375,6,0,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,DB,OTHER,0,1,13.0,0.10317460317460317,444,1.0,40.15724206349206,129.9814814814815,87.0185185185185,0.6694685852685566,False,True,False
218,GNB,Brad Jones,LB,23.0,2015.0,0,0,2,18.0,0.1484375,6,0,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,LB,OTHER,0,0,18.0,0.14285714285714285,444,1.0,36.794642857142854,117.67796610169492,100.32203389830508,0.8525133227711363,False,True,False
219,SFO,Curtis Taylor,DB,24.0,2013.0,0,0,0,0.0,0.14453125,6,0,0.8,0,0.0,24.0,2013.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,29.78125,129.9814814814815,89.0185185185185,0.6848553925060548,False,True,False
220,BUF,Ellis Lankster,DB,22.0,2014.0,0,0,0,5.0,0.140625,6,0,0.4,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,5.0,0.03968253968253968,444,1.0,38.41865079365079,129.9814814814815,90.0185185185185,0.6925487961248039,False,True,False
221,WAS,Eddie Williams,RB,22.0,2011.0,0,0,0,0.0,0.13671875,6,0,0.4,0,0.0,22.0,2011.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,37.46875,136.73684210526315,84.26315789473685,0.6162432640492688,False,False,True
222,IND,Pat McAfee,K,22.0,2016.0,1,2,0,18.0,0.1328125,6,0,0.4,0,0.0,22.0,2016.0,1,0.00017297138762912575,K,OTHER,0,0,18.0,0.14285714285714285,14,0.029345372460496615,20.75655030635279,216.66666666666666,5.333333333333343,0.02461538461538466,False,True,False
223,HOU,Troy Nolan,DB,23.0,2012.0,0,0,0,5.0,0.12890625,6,0,0.6,0,0.0,23.0,2012.0,0,0.0,DB,OTHER,0,1,5.0,0.03968253968253968,444,1.0,33.94990079365079,129.9814814814815,93.0185185185185,0.7156290069810513,False,True,False
224,SDG,Demetrius Byrd,WR,23.0,2014.0,0,0,0,9.0,0.125,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,129.13846153846154,94.86153846153846,0.7345723135573028,False,False,True
225,DEN,Blake Schlueter,C,23.0,2014.0,0,0,0,9.0,0.12109375,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,C,LINE,0,0,9.0,0.07142857142857142,444,1.0,50.03125,138.06666666666666,86.93333333333334,0.6296475132786095,True,False,False
226,PIT,A.Q. Shipley,C,23.0,2020.0,0,0,4,33.0,0.1171875,7,0,0.6,4,0.26666666666666666,5.75,2020.0,0,0.0,C,LINE,0,0,33.0,0.2619047619047619,444,1.0,37.92559523809524,138.06666666666666,87.93333333333334,0.6368903911154032,True,False,False
227,DAL,Mike Mickens,DB,22.0,2014.0,0,0,0,9.0,0.11328125,7,0,0.4,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,97.0185185185185,0.7464026214560476,False,True,False
228,DET,Lydon Murtha,T,23.0,2010.0,0,0,0,2.0,0.109375,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,T,OTHER,0,0,2.0,0.015873015873015872,444,1.0,32.692460317460316,110.17073170731707,117.82926829268293,1.0695151649324772,False,True,False
229,DAL,Manuel Johnson,WR,22.0,2010.0,0,0,0,0.0,0.10546875,7,0,0.4,0,0.0,22.0,2010.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,36.21875,129.13846153846154,99.86153846153846,0.7732904455563497,False,False,True
230,PHI,Moise Fokou,LB,24.0,2014.0,0,0,2,18.0,0.1015625,7,0,0.8,2,0.13333333333333333,12.0,2014.0,0,0.0,LB,OTHER,0,0,18.0,0.14285714285714285,444,1.0,30.919642857142858,117.67796610169492,112.32203389830508,0.9544865331989053,False,True,False
231,MIN,Jamarca Sanford,DB,24.0,2015.0,0,0,3,15.0,0.09765625,7,0,0.8,3,0.2,8.0,2015.0,0,0.0,DB,OTHER,0,1,15.0,0.11904761904761904,444,1.0,30.28720238095238,129.9814814814815,101.0185185185185,0.7771762359310441,False,True,False
232,NWE,Julian Edelman,WR,23.0,2020.0,0,0,7,61.0,0.09375,7,0,0.6,7,0.4666666666666667,3.2857142857142856,2020.0,0,0.0,WR,SKILL,0,0,61.0,0.48412698412698413,444,1.0,41.432539682539684,129.13846153846154,102.86153846153846,0.7965213247557779,False,False,True
233,TAM,Sammie Stroughter,WR,23.0,2012.0,0,0,0,5.0,0.08984375,7,0,0.6,0,0.0,23.0,2012.0,0,0.0,WR,SKILL,0,0,5.0,0.03968253968253968,444,1.0,32.38740079365079,129.13846153846154,103.86153846153846,0.8042649511555873,False,False,True
234,NWE,Darryl Richard,DT,23.0,2014.0,0,0,0,9.0,0.0859375,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,DT,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,118.3076923076923,115.6923076923077,0.9778933680104032,True,False,False
235,DET,Zack Follett,LB,22.0,2010.0,0,0,0,2.0,0.08203125,7,0,0.4,0,0.0,22.0,2010.0,0,0.0,LB,OTHER,0,0,2.0,0.015873015873015872,444,1.0,35.598710317460316,117.67796610169492,117.32203389830508,0.9969753708771424,False,True,False
236,IND,Jaimie Thomas,T,23.0,2010.0,0,0,0,1.0,0.078125,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,T,OTHER,0,0,1.0,0.007936507936507936,444,1.0,31.283730158730158,110.17073170731707,125.82926829268293,1.1421297321230905,False,True,False
237,KAN,Jake O'Connell,TE,23.0,2012.0,0,0,0,0.0,0.07421875,7,0,0.6,0,0.0,23.0,2012.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,30.96875,149.6578947368421,87.34210526315789,0.583611746087568,False,False,True
238,NYG,Stoney Woodson,DB,23.0,2014.0,0,0,0,9.0,0.0703125,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,108.0185185185185,0.8310300612622878,False,True,False
239,TEN,Ryan Durand,G,23.0,2010.0,0,0,0,0.0,0.06640625,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,G,OTHER,0,0,0.0,0.0,444,1.0,30.65625,137.65217391304347,101.34782608695653,0.7362602653190147,False,True,False
240,ARI,LaRod Stephens-Howling,RB,22.0,2013.0,0,0,0,9.0,0.0625,7,0,0.4,0,0.0,22.0,2013.0,0,0.0,RB,SKILL,0,0,9.0,0.07142857142857142,444,1.0,35.92857142857143,136.73684210526315,103.26315789473685,0.7551963048498846,False,False,True
241,PIT,David Johnson,TE,22.0,2016.0,0,0,1,3.0,0.05859375,7,0,0.4,1,0.06666666666666667,22.0,2016.0,0,0.0,TE,SKILL,0,0,3.0,0.023809523809523808,444,1.0,34.819940476190474,149.6578947368421,91.34210526315789,0.6103393704941094,False,False,True
242,TEN,Nick Schommer,DB,23.0,2010.0,0,0,0,1.0,0.0546875,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,30.346230158730158,129.9814814814815,112.0185185185185,0.8618036757372843,False,True,False
243,WAS,Marko Mitchell,WR,24.0,2009.0,0,0,0,0.0,0.05078125,7,0,0.8,0,0.0,24.0,2009.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,26.03125,129.13846153846154,113.86153846153846,0.8817012151536812,False,False,True
244,SFO,Ricky Jean-Francois,DT,22.0,2018.0,0,0,4,23.0,0.046875,7,0,0.4,4,0.26666666666666666,5.5,2018.0,0,0.0,DT,LINE,0,1,23.0,0.18253968253968253,444,1.0,37.52579365079365,118.3076923076923,125.6923076923077,1.0624187256176854,True,False,False
245,SEA,Courtney Greene,DB,22.0,2011.0,0,0,1,5.0,0.04296875,7,0,0.4,1,0.06666666666666667,22.0,2011.0,0,0.0,DB,OTHER,0,1,5.0,0.03968253968253968,444,1.0,34.51240079365079,129.9814814814815,115.0185185185185,0.8848838865935317,False,True,False
246,CHI,Lance Louis,G,24.0,2015.0,0,0,2,18.0,0.0390625,7,0,0.8,2,0.13333333333333333,12.0,2015.0,0,0.0,G,OTHER,0,0,18.0,0.14285714285714285,444,1.0,28.419642857142858,137.65217391304347,108.34782608695653,0.7871130764371448,False,True,False
247,SEA,Nick Reed,DE,22.0,2011.0,0,0,0,3.0,0.03515625,7,0,0.4,0,0.0,22.0,2011.0,0,0.0,DE,LINE,0,1,3.0,0.023809523809523808,444,1.0,33.882440476190474,119.0377358490566,127.9622641509434,1.0749722618481534,True,False,False
248,SEA,Cameron Morrah,TE,22.0,2011.0,0,0,0,2.0,0.03125,7,0,0.4,0,0.0,22.0,2011.0,0,0.0,TE,SKILL,0,0,2.0,0.015873015873015872,444,1.0,33.567460317460316,149.6578947368421,98.34210526315789,0.6571127132055565,False,False,True
249,CIN,Clinton McDonald,DT,22.0,2019.0,0,0,2,26.0,0.02734375,7,0,0.4,2,0.13333333333333333,11.0,2019.0,0,0.0,DT,LINE,0,1,26.0,0.20634920634920634,444,1.0,37.22073412698413,118.3076923076923,130.69230769230768,1.1046814044213262,True,False,False
250,JAX,Rashad Jennings,RB,24.0,2016.0,0,0,5,31.0,0.0234375,7,0,0.8,5,0.3333333333333333,4.8,2016.0,0,0.0,RB,SKILL,0,0,31.0,0.24603174603174602,444,1.0,29.85813492063492,136.73684210526315,113.26315789473685,0.8283294842186298,False,False,True
251,CHI,Derek Kinder,WR,23.0,2014.0,0,0,0,9.0,0.01953125,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,129.13846153846154,121.86153846153846,0.9436502263521562,False,False,True
252,CIN,Freddie Brown,WR,23.0,2014.0,0,0,0,9.0,0.015625,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,129.13846153846154,122.86153846153846,0.9513938527519656,False,False,True
253,JAX,Tiquan Underwood,WR,22.0,2013.0,0,0,1,9.0,0.01171875,7,0,0.4,1,0.06666666666666667,22.0,2013.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,33.89732142857143,129.13846153846154,123.86153846153846,0.959137479151775,False,False,True
254,ARI,Trevor Canfield,G,23.0,2014.0,0,0,0,9.0,0.0078125,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,G,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,137.65217391304347,116.34782608695653,0.8452305748578649,False,True,False
255,DET,Dan Gronkowski,TE,24.0,2011.0,0,0,0,1.0,0.00390625,7,0,0.8,0,0.0,24.0,2011.0,0,0.0,TE,SKILL,0,0,1.0,0.007936507936507936,444,1.0,24.314980158730158,149.6578947368421,105.34210526315789,0.7038860559170036,False,False,True
256,KAN,Ryan Succop,K,22.0,2022.0,0,0,1,29.0,0.0,7,0,0.4,1,0.06666666666666667,22.0,2022.0,0,0.0,K,OTHER,0,0,29.0,0.23015873015873015,444,1.0,36.6031746031746,216.66666666666666,39.33333333333334,0.1815384615384616,False,True,False
1,STL,Sam Bradford,QB,22.0,2018.0,0,0,5,44.0,0.99609375,1,1,0.4,5,0.3333333333333333,4.4,2018.0,0,0.0,QB,SKILL,1,0,44.0,0.3492063492063492,444,1.0,78.82787698412699,129.25,-128.25,0.9922630560928434,False,False,True
2,DET,Ndamukong Suh,DT,23.0,2022.0,3,5,12,100.0,0.9921875,1,1,0.6,12,0.8,1.9166666666666667,2022.0,3,0.0005158391227653086,DT,LINE,0,1,100.0,0.7936507936507936,5,0.009029345372460496,63.741102780465084,118.3076923076923,-116.3076923076923,0.9830949284785435,True,False,False
3,TAM,Gerald McCoy,DT,22.0,2021.0,1,6,10,69.0,0.98828125,1,1,0.4,10,0.6666666666666666,2.2,2021.0,1,0.00017211657605043139,DT,LINE,0,1,69.0,0.5476190476190477,3,0.004514672686230248,62.57392440610556,118.3076923076923,-115.3076923076923,0.9746423927178154,True,False,False
4,WAS,Trent Williams,T,22.0,2025.0,3,11,14,101.0,0.984375,1,1,0.4,14,0.9333333333333333,1.5714285714285714,2025.0,3,0.0005143118427069044,T,OTHER,0,0,101.0,0.8015873015873016,1,0.0,67.40674603174602,110.17073170731707,-106.17073170731707,0.9636927164046933,False,True,False
5,KAN,Eric Berry,DB,21.0,2018.0,3,5,5,50.0,0.98046875,1,1,0.2,5,0.3333333333333333,4.2,2018.0,3,0.0005178861014005761,DB,OTHER,0,1,50.0,0.3968253968253968,5,0.009029345372460496,63.33584484395715,129.9814814814815,-124.9814814814815,0.9615329819062545,False,True,False
6,SEA,Russell Okung,T,21.0,2020.0,0,2,9,56.0,0.9765625,1,1,0.2,9,0.6,2.3333333333333335,2020.0,0,0.0,T,OTHER,0,0,56.0,0.4444444444444444,14,0.029345372460496615,64.53829633809882,110.17073170731707,-104.17073170731707,0.9455390746070401,False,True,False
7,CLE,Joe Haden,DB,21.0,2021.0,0,3,10,62.0,0.97265625,1,1,0.2,10,0.6666666666666666,2.1,2021.0,0,0.0,DB,OTHER,0,1,62.0,0.49206349206349204,9,0.01805869074492099,65.10869365616826,129.9814814814815,-122.9814814814815,0.9461461746687563,False,True,False
8,OAK,Rolando McClain,LB,21.0,2015.0,0,0,5,25.0,0.96875,1,1,0.2,5,0.3333333333333333,4.2,2015.0,0,0.0,LB,OTHER,0,0,25.0,0.1984126984126984,444,1.0,78.71825396825396,117.67796610169492,-109.67796610169492,0.9320178597148207,False,True,False
9,BUF,C.J. Spiller,RB,23.0,2017.0,0,1,3,34.0,0.96484375,1,1,0.6,3,0.2,7.666666666666667,2017.0,0,0.0,RB,SKILL,0,0,34.0,0.2698412698412698,26,0.056433408577878104,53.11924356838296,136.73684210526315,-127.73684210526315,0.9341801385681293,False,False,True
10,JAX,Tyson Alualu,DT,23.0,2023.0,0,0,7,45.0,0.9609375,1,1,0.6,7,0.4666666666666667,3.2857142857142856,2023.0,0,0.0,DT,LINE,0,1,45.0,0.35714285714285715,444,1.0,73.58035714285714,118.3076923076923,-108.3076923076923,0.9154746423927178,True,False,False
11,SFO,Anthony Davis,T,20.0,2016.0,0,0,4,31.0,0.95703125,1,1,0.0,4,0.26666666666666666,5.0,2016.0,0,0.0,T,OTHER,0,0,31.0,0.24603174603174602,444,1.0,83.20188492063492,110.17073170731707,-99.17073170731707,0.9001549701129068,False,True,False
12,SDG,Ryan Mathews,RB,22.0,2016.0,0,1,5,44.0,0.953125,1,1,0.4,5,0.3333333333333333,4.4,2016.0,0,0.0,RB,SKILL,0,0,44.0,0.3492063492063492,26,0.056433408577878104,58.23779515568455,136.73684210526315,-124.73684210526315,0.9122401847575058,False,False,True
13,PHI,Brandon Graham,DE,22.0,2025.0,0,1,6,59.0,0.94921875,1,1,0.4,6,0.4,3.6666666666666665,2025.0,0,0.0,DE,LINE,0,1,59.0,0.46825396825396826,26,0.056433408577878104,60.46249753663693,119.0377358490566,-106.0377358490566,0.8907909335869393,True,False,False
14,SEA,Earl Thomas,DB,21.0,2019.0,3,7,9,82.0,0.9453125,1,1,0.2,9,0.6,2.3333333333333335,2019.0,3,0.0005173732159639443,DB,OTHER,0,1,82.0,0.6507936507936508,3,0.004514672686230248,66.91866646959762,129.9814814814815,-115.9814814814815,0.8922923493375124,False,True,False
15,NYG,Jason Pierre-Paul,DE,21.0,2023.0,1,3,11,74.0,0.94140625,1,1,0.2,11,0.7333333333333333,1.9090909090909092,2023.0,1,0.00017177642479747853,DE,LINE,0,1,74.0,0.5873015873015873,9,0.01805869074492099,65.76345556093017,119.0377358490566,-104.0377358490566,0.8739895387541607,True,False,False
16,TEN,Derrick Morgan,DE,21.0,2018.0,0,0,8,40.0,0.9375,1,1,0.2,8,0.5333333333333333,2.625,2018.0,0,0.0,DE,LINE,0,1,40.0,0.31746031746031744,444,1.0,79.84920634920636,119.0377358490566,-103.0377358490566,0.8655888413377715,True,False,False
